construction_name,wall_reference,edge_type,description_x,description_y,unit,u_w_per_m_k,material_opaque_id_layers,id_layers_quantity_multipliers
BTAP-Parapet-1,BTAP-ExteriorWall-SteelFramed-5 bad,parapet,"Exterior Insulated Steel Framed Wall to Parapet Transition, Cladding or Brick Veneer","BETB 5.5.12, exposed concrete parapet on concrete slab, over ext. ins. Steel stud Wall",$/ft,0.7,0,0.5
BTAP-Parapet-1,BTAP-ExteriorWall-SteelFramed-5 good,parapet,"Exterior Insulated Steel Framed Wall to Parapet Transition, Cladding or Brick Veneer","BETB 5.5.2, insulation wrapped concrete parapet on conc. Slab, over ext. ins. Steel stud wall",$/ft,0.43,"57,139","3.3,3.3"
BTAP-Parapet-2,BTAP-ExteriorWall-SteelFramed-1 bad,parapet,"Split Insulated Steel Framed Wall to Parapet Transition, Cladding or Brick Veneer","BETB 5.5.13, exposed concrete parapet on concrete slab over split ins. SS wall",$/ft,0.65,0,3.3
BTAP-Parapet-2,BTAP-ExteriorWall-SteelFramed-1 good,parapet,"Split Insulated Steel Framed Wall to Parapet Transition, Cladding or Brick Veneer","BETB 5.5.4, insulation wrapped concrete parapet on concrete slab over split ins. SS wall",$/ft,0.35,"57,139","3.3,3.3"
BTAP-Parapet-2,BTAP-ExteriorWall-SteelFramed-2 bad,parapet,"Split Insulated Steel Framed Wall to Parapet Transition, Cladding or Brick Veneer","BETB 5.5.13, exposed concrete parapet on concrete slab over split ins. SS wall",$/ft,0.65,0,3.3
BTAP-Parapet-2,BTAP-ExteriorWall-SteelFramed-2 good,parapet,"Split Insulated Steel Framed Wall to Parapet Transition, Cladding or Brick Veneer","BETB 5.5.4, insulation wrapped concrete parapet on concrete slab over split ins. SS wall",$/ft,0.35,"57,139","3.3,3.3"
BTAP-Parapet-2,BTAP-ExteriorWall-SteelFramed-3 bad,parapet,"Split Insulated Steel Framed Wall to Parapet Transition, Cladding or Brick Veneer","BETB 5.5.13, exposed concrete parapet on concrete slab over split ins. SS wall",$/ft,0.65,0,3.3
BTAP-Parapet-2,BTAP-ExteriorWall-SteelFramed-3 good,parapet,"Split Insulated Steel Framed Wall to Parapet Transition, Cladding or Brick Veneer","BETB 5.5.4, insulation wrapped concrete parapet on concrete slab over split ins. SS wall",$/ft,0.35,"57,139","3.3,3.3"
BTAP-Parapet-3,BTAP-ExteriorWall-WoodFramed-6 good,parapet,"Split Insulated Wood Framed Wall to Roof Transition, cladding or brick veneer","BETB 8.4.1, low slope roof to vented wood framed parapet transition",$/ft,0.05,0,3.3
BTAP-Parapet-3,BTAP-ExteriorWall-WoodFramed-6 good,parapet,"Split Insulated Wood Framed Wall to Roof Transition, cladding or brick veneer","BETB 8.4.2, truss roof to wall transition, ceiling insulation reduced at wall",$/ft,0.07,190,0.5
BTAP-Parapet-3,BTAP-ExteriorWall-WoodFramed-6B good,parapet,"Split Insulated Wood Framed Wall to Roof Transition, cladding or brick veneer","BETB 8.4.1, low slope roof to vented wood framed parapet transition",$/ft,0.05,0,3.3
BTAP-Parapet-3,BTAP-ExteriorWall-WoodFramed-6B good,parapet,"Split Insulated Wood Framed Wall to Roof Transition, cladding or brick veneer","BETB 8.4.2, truss roof to wall transition, ceiling insulation reduced at wall",$/ft,0.07,190,0.5
BTAP-Parapet-3,BTAP-ExteriorWall-WoodFramed-7 good,parapet,"Split Insulated Wood Framed Wall to Roof Transition, cladding or brick veneer","BETB 8.4.1, low slope roof to vented wood framed parapet transition",$/ft,0.05,0,3.3
BTAP-Parapet-3,BTAP-ExteriorWall-WoodFramed-7 good,parapet,"Split Insulated Wood Framed Wall to Roof Transition, cladding or brick veneer","BETB 8.4.2, truss roof to wall transition, ceiling insulation reduced at wall",$/ft,0.07,190,0.5
BTAP-Parapet-3,BTAP-ExteriorWall-WoodFramed-7B good,parapet,"Split Insulated Wood Framed Wall to Roof Transition, cladding or brick veneer","BETB 8.4.1, low slope roof to vented wood framed parapet transition",$/ft,0.05,0,3.3
BTAP-Parapet-3,BTAP-ExteriorWall-WoodFramed-7B good,parapet,"Split Insulated Wood Framed Wall to Roof Transition, cladding or brick veneer","BETB 8.4.2, truss roof to wall transition, ceiling insulation reduced at wall",$/ft,0.07,190,0.5
BTAP-Parapet-4,BTAP-ExteriorWall-Mass-10 bad,parapet,"Exterior Insulated CMU Wall to Parapet Transition, Cladding or Brick Veneer","BETB 7.5.11, exposed CMU parapet on concrete slab over CMU wall",$/ft,0.5,0,0.5
BTAP-Parapet-4,BTAP-ExteriorWall-Mass-10 good,parapet,"Exterior Insulated CMU Wall to Parapet Transition, Cladding or Brick Veneer","BETB 7.5.12, insulation wrapped CMU parapet on concrete slab over Cmu wall",$/ft,0.23,"57,139","3.3,3.3"
BTAP-Parapet-4,BTAP-ExteriorWall-Mass-10B bad,parapet,"Exterior Insulated CMU Wall to Parapet Transition, Cladding or Brick Veneer","BETB 7.5.11, exposed CMU parapet on concrete slab over CMU wall",$/ft,0.5,0,0.5
BTAP-Parapet-4,BTAP-ExteriorWall-Mass-10B good,parapet,"Exterior Insulated CMU Wall to Parapet Transition, Cladding or Brick Veneer","BETB 7.5.12, insulation wrapped CMU parapet on concrete slab over Cmu wall",$/ft,0.23,"57,139","3.3,3.3"
BTAP-Parapet-4,BTAP-ExteriorWall-Mass-10C bad,parapet,"Exterior Insulated CMU Wall to Parapet Transition, Cladding or Brick Veneer","BETB 7.5.11, exposed CMU parapet on concrete slab over CMU wall",$/ft,0.5,0,0.5
BTAP-Parapet-4,BTAP-ExteriorWall-Mass-10C good,parapet,"Exterior Insulated CMU Wall to Parapet Transition, Cladding or Brick Veneer","BETB 7.5.12, insulation wrapped CMU parapet on concrete slab over Cmu wall",$/ft,0.23,"57,139","3.3,3.3"
BTAP-Parapet-4,BTAP-ExteriorWall-Mass-2B bad,parapet,"Exterior Insulated CMU Wall to Parapet Transition, Cladding or Brick Veneer","BETB 7.5.11, exposed CMU parapet on concrete slab over CMU wall",$/ft,0.5,0,0.5
BTAP-Parapet-4,BTAP-ExteriorWall-Mass-2B good,parapet,"Exterior Insulated CMU Wall to Parapet Transition, Cladding or Brick Veneer","BETB 7.5.12, insulation wrapped CMU parapet on concrete slab over Cmu wall",$/ft,0.23,"57,139","3.3,3.3"
BTAP-Parapet-5,BTAP-ExteriorWall-Metal-1B bad,parapet,Insulated Metal Sandwich Panels Interface with Parapet,"BETB 6.4.1, vertical metal panel at steel deck with OWSJ",$/ft,0.49,0,3.3
BTAP-Parapet-5,BTAP-ExteriorWall-Metal-1B bad,parapet,Insulated Metal Sandwich Panels Interface with Parapet,"BETB 6.4.2, horizontal metal panel at steel deck with OWSJ",$/ft,0.42,0,3.3
BTAP-Parapet-5,BTAP-ExteriorWall-Metal-1B good,parapet,Insulated Metal Sandwich Panels Interface with Parapet,insulation wrapped parapet,$/ft,0.35,"57,139","3.3,3.3"
BTAP-Parapet-5,BTAP-ExteriorWall-Metal-1C bad,parapet,Insulated Metal Sandwich Panels Interface with Parapet,"BETB 6.4.1, vertical metal panel at steel deck with OWSJ",$/ft,0.49,0,3.3
BTAP-Parapet-5,BTAP-ExteriorWall-Metal-1C bad,parapet,Insulated Metal Sandwich Panels Interface with Parapet,"BETB 6.4.2, horizontal metal panel at steel deck with OWSJ",$/ft,0.42,0,3.3
BTAP-Parapet-5,BTAP-ExteriorWall-Metal-1C good,parapet,Insulated Metal Sandwich Panels Interface with Parapet,insulation wrapped parapet,$/ft,0.35,"57,139","3.3,3.3"
BTAP-Parapet-6,BTAP-ExteriorWall-Mass-8B bad,parapet,Precast Concrete Panels Interface with Parapet,"BETB 7.5.4, exposed steel framed parapet inboard (roof side) of panel",$/ft,0.65,0,3.3
BTAP-Parapet-6,BTAP-ExteriorWall-Mass-8B good,parapet,Precast Concrete Panels Interface with Parapet,insulation wrapped parapet,$/ft,0.24,"57,139","3.3,3.3"
BTAP-Parapet-6,BTAP-ExteriorWall-Mass-8C bad,parapet,Precast Concrete Panels Interface with Parapet,"BETB 7.5.4, exposed steel framed parapet inboard (roof side) of panel",$/ft,0.65,0,3.3
BTAP-Parapet-6,BTAP-ExteriorWall-Mass-8C good,parapet,Precast Concrete Panels Interface with Parapet,insulation wrapped parapet,$/ft,0.24,"57,139","3.3,3.3"
